               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,     metrics/rov_mAP,   metrics/plant_mAP,metrics/animal_fish_mAP,metrics/animal_starfish_mAP,metrics/animal_shells_mAP,metrics/animal_crabh_mAP,metrics/animal_eel_mAP,metrics/animal_etc_mAP,metrics/trash_etc_mAP,metrics/trash_fabric_mAP,metrics/trash_fisching_gear_mAP,metrics/trash_metal_mAP,metrics/trash_paper_mAP,metrics/trash_plastic_mAP,metrics/trash_rubber_mAP,metrics/trash_wood_mAP,  metrics/rov_mAP_50,metrics/plant_mAP_50,metrics/animal_fish_mAP_50,metrics/animal_starfish_mAP_50,metrics/animal_shells_mAP_50,metrics/animal_crabh_mAP_50,metrics/animal_eel_mAP_50,metrics/animal_etc_mAP_50,metrics/trash_etc_mAP_50,metrics/trash_fabric_mAP_50,metrics/trash_fisching_gear_mAP_50,metrics/trash_metal_mAP_50,metrics/trash_paper_mAP_50,metrics/trash_plastic_mAP_50,metrics/trash_rubber_mAP_50,metrics/trash_wood_mAP_50
                  73,             0.03476,           0.0090328,            0.009335,             0.57039,             0.38141,              0.3778,             0.21575,            0.041544,            0.019139,            0.043198,            0.007624,            0.007624,            0.007624,             0.55896,             0.20763,              0.1652,             0.12899,              0.1118,            0.055395,             0.16718,             0.13895,             0.10919,             0.29217,            0.064252,             0.27022,             0.27132,             0.34224,             0.27146,             0.29698,             0.76377,             0.39883,             0.33287,             0.33376,             0.28781,             0.13652,             0.30371,             0.29179,             0.22388,             0.46256,             0.11795,              0.4615,             0.48379,             0.56268,              0.3647,             0.51871
                  74,            0.034676,           0.0092137,           0.0084255,             0.58746,             0.41264,             0.42014,             0.23181,             0.04132,            0.019142,            0.037365,            0.007591,            0.007591,            0.007591,             0.59714,             0.22587,             0.13848,            0.096128,             0.19147,            0.070564,                0.27,             0.14286,             0.15423,             0.34305,            0.093297,             0.31261,              0.2974,             0.36965,             0.16692,             0.23934,             0.79892,             0.43306,             0.30986,             0.31425,             0.41066,             0.21669,             0.54013,             0.34361,             0.30626,             0.48636,             0.19391,             0.49077,             0.50324,             0.58743,             0.35312,             0.43392
                  75,            0.035078,           0.0089548,           0.0088194,             0.57536,             0.40611,             0.39655,             0.22242,              0.0431,            0.018811,            0.036798,            0.007558,            0.007558,            0.007558,             0.53828,             0.17939,             0.15529,             0.14071,            0.053178,             0.11877,             0.18371,            0.047604,             0.14992,             0.35651,            0.064533,             0.32367,             0.30229,              0.3851,             0.24007,             0.31974,             0.75376,              0.4025,             0.32796,             0.32723,             0.15121,             0.26109,             0.45487,             0.16403,              0.3139,             0.53094,             0.15684,             0.51826,             0.50288,             0.61397,             0.34973,             0.51572
                  76,             0.03553,            0.008858,            0.009007,             0.49924,             0.40016,             0.38516,             0.21884,            0.042161,            0.019047,            0.035857,            0.007525,            0.007525,            0.007525,             0.56814,             0.22047,              0.1323,            0.098232,              0.1323,            0.058628,             0.21053,             0.09744,             0.16256,             0.27162,            0.070408,             0.32401,             0.30792,             0.40493,             0.20308,             0.23886,             0.76942,             0.43478,             0.29556,             0.24554,             0.24153,             0.18688,             0.42474,              0.2517,               0.328,             0.41671,             0.17691,              0.5061,             0.51741,             0.62325,             0.35172,             0.39229
                  77,            0.034235,            0.008887,           0.0085915,             0.53575,             0.39758,             0.38786,              0.2225,             0.04093,             0.01891,            0.036728,            0.007492,            0.007492,            0.007492,             0.57624,             0.16215,             0.13649,            0.059973,            0.096601,             0.10001,             0.27744,            0.075155,             0.16627,             0.37574,            0.083656,             0.31964,             0.29078,             0.39498,             0.24248,             0.20238,             0.77968,             0.36763,             0.29072,             0.19021,             0.24359,             0.23726,              0.5632,             0.16304,             0.33084,             0.53306,             0.21368,             0.51293,             0.41713,             0.61466,             0.35392,             0.39418
                  78,            0.034717,           0.0088589,           0.0081904,             0.56746,             0.40811,             0.40911,             0.23237,             0.04062,            0.019492,             0.03641,            0.007459,            0.007459,            0.007459,             0.55089,             0.15462,              0.1591,             0.11079,             0.13625,            0.055107,             0.26276,              0.1112,             0.15568,             0.37153,            0.072619,             0.33476,             0.35227,             0.37101,             0.23166,             0.28769,             0.74997,             0.35097,             0.34141,             0.32138,             0.34326,             0.18537,             0.53798,             0.23201,             0.31655,             0.55772,             0.17591,             0.49814,             0.54472,             0.59448,             0.37067,             0.42524
                  79,            0.033678,           0.0088001,           0.0079147,             0.54149,             0.42938,             0.41725,             0.24092,            0.040053,            0.019507,            0.034928,            0.007426,            0.007426,            0.007426,             0.56416,             0.13944,             0.21364,             0.11603,            0.093952,             0.11298,             0.33835,            0.080871,             0.15817,             0.39783,            0.093598,             0.33869,             0.27351,             0.40313,             0.24408,             0.28627,             0.77035,             0.33719,             0.40303,             0.33827,             0.22876,             0.27606,             0.63958,             0.17665,             0.29335,             0.55598,             0.21439,             0.51987,             0.42894,             0.63249,              0.3594,             0.50172
                  80,             0.03346,            0.008746,           0.0078114,             0.58986,             0.41018,             0.42094,             0.23953,            0.040936,            0.019326,            0.035573,            0.007393,            0.007393,            0.007393,             0.59395,             0.20952,             0.14241,             0.13023,             0.14433,            0.078142,              0.2865,             0.10149,             0.17169,             0.35395,             0.12387,             0.33044,             0.27686,             0.41426,             0.16969,             0.30512,             0.79511,             0.39953,             0.31304,             0.34674,             0.32268,             0.22584,              0.5668,             0.24357,             0.31451,             0.50738,              0.2446,             0.53149,             0.43099,             0.65112,             0.34799,             0.49372
                  81,            0.034038,           0.0087129,           0.0078993,             0.59039,             0.43607,             0.44033,             0.24647,            0.040173,            0.018985,            0.035112,             0.00736,             0.00736,             0.00736,             0.59493,             0.20616,             0.18256,             0.10074,             0.13906,            0.096994,             0.30411,            0.073892,             0.19544,             0.42401,             0.12519,             0.31408,             0.30606,             0.40311,             0.14371,             0.33343,             0.81626,             0.40834,             0.37883,             0.26724,             0.30065,             0.26937,              0.6049,             0.23966,             0.36421,              0.6052,             0.29315,             0.51411,             0.47262,             0.62424,             0.36028,             0.52615
                  82,            0.033073,            0.008617,           0.0070596,             0.55025,             0.43667,             0.43235,             0.25227,            0.039458,            0.018917,            0.036477,            0.007327,            0.007327,            0.007327,             0.61749,             0.21175,             0.16666,             0.16884,             0.15773,            0.060153,             0.36971,             0.12877,             0.15522,             0.39307,             0.13518,             0.31056,             0.26097,             0.39913,             0.23961,             0.26153,             0.82505,             0.41483,             0.33653,             0.44757,             0.36125,             0.19028,             0.64829,             0.30673,             0.29023,             0.58063,             0.25716,             0.47056,             0.39115,             0.62564,             0.33645,              0.4352
                  83,            0.033596,            0.008634,           0.0074961,             0.58586,             0.43535,             0.44061,             0.25637,            0.039965,            0.018616,            0.034398,            0.007294,            0.007294,            0.007294,             0.58176,             0.18645,             0.24899,             0.12048,             0.17184,             0.10414,             0.32204,             0.11265,             0.16837,              0.3801,             0.11924,             0.33364,              0.3218,             0.42338,             0.26296,             0.24404,             0.78174,             0.35451,             0.48391,             0.34212,             0.39103,             0.26055,             0.62995,             0.25464,             0.32941,             0.54919,              0.1993,             0.50892,             0.51967,             0.66262,             0.36633,             0.41588
                  84,            0.033755,           0.0087151,           0.0076163,             0.57974,             0.42785,             0.44036,              0.2506,            0.040066,            0.019201,            0.035393,            0.007261,            0.007261,            0.007261,             0.60418,             0.19355,              0.1417,             0.16907,              0.1727,              0.0896,             0.31187,             0.12954,             0.17171,             0.40044,             0.13303,             0.29692,             0.32836,             0.45799,             0.18351,             0.22549,             0.80167,             0.41334,              0.2915,             0.38669,             0.42691,             0.24672,             0.55471,             0.29145,             0.33813,             0.58022,             0.22763,             0.48353,             0.56214,             0.70817,             0.35382,             0.37905
                  85,            0.034244,           0.0086612,           0.0080245,             0.51519,             0.44902,             0.44186,             0.25932,            0.040141,            0.019061,            0.035685,            0.007228,            0.007228,            0.007228,             0.60215,             0.23118,             0.18861,             0.14561,             0.12597,             0.10306,             0.30083,            0.099673,             0.19495,             0.40089,             0.13393,              0.3179,             0.31582,             0.44475,             0.23556,             0.30827,              0.7927,             0.39025,             0.36794,             0.45059,             0.30501,              0.2552,             0.56162,             0.20902,              0.3553,             0.57487,              0.2295,             0.50838,             0.51616,             0.68108,             0.35447,              0.5177
                  86,            0.033733,           0.0085657,            0.007566,             0.58163,             0.43924,             0.45023,             0.26112,            0.039236,            0.019341,            0.035702,            0.007195,            0.007195,            0.007195,             0.61993,             0.20909,             0.19867,             0.15962,             0.20354,            0.060728,             0.31176,             0.14724,             0.18285,             0.41232,             0.11065,             0.29469,             0.36498,             0.42564,             0.13753,             0.33869,             0.81214,             0.38818,             0.38738,             0.42023,              0.4596,             0.17348,             0.63079,             0.26889,             0.33475,             0.58232,             0.21806,             0.47891,             0.53954,             0.66126,             0.30623,             0.54195
                  87,            0.033782,           0.0085631,           0.0072665,             0.57243,             0.45072,             0.44751,             0.26168,            0.039242,            0.019308,            0.034435,            0.007162,            0.007162,            0.007162,             0.59776,             0.17603,             0.22641,             0.20157,             0.12203,            0.082647,             0.33673,             0.12129,             0.19534,             0.35388,             0.10865,             0.34548,             0.30938,             0.45056,             0.23337,             0.32582,             0.81553,             0.34573,             0.46137,             0.50068,             0.28263,             0.19697,             0.61575,             0.27412,             0.37137,             0.48436,             0.20516,             0.53758,             0.48787,             0.69343,             0.36033,             0.52729
                  88,             0.03351,           0.0086045,           0.0070197,             0.58413,             0.44315,             0.44411,             0.25379,            0.039304,              0.0193,            0.034532,            0.007129,            0.007129,            0.007129,             0.60658,             0.23249,             0.18318,             0.16314,             0.20439,            0.048494,             0.28861,             0.12777,             0.18937,             0.39165,             0.11097,             0.34364,             0.32034,             0.42696,             0.19276,             0.23026,             0.81906,             0.40179,             0.36995,             0.43306,             0.47293,             0.14193,             0.56205,             0.24366,             0.34498,             0.56914,             0.19136,             0.53911,             0.50656,             0.66555,             0.32726,             0.51738
                  89,            0.032738,           0.0086043,            0.007239,             0.58289,             0.44119,             0.46336,             0.27027,            0.038597,            0.019378,            0.034843,            0.007096,            0.007096,            0.007096,             0.60503,             0.21073,             0.19854,             0.21975,             0.12253,            0.097935,             0.34322,             0.14772,             0.20934,             0.41926,             0.11794,             0.33524,             0.36015,             0.41531,             0.22529,             0.29626,             0.81363,             0.41725,             0.38799,             0.56999,             0.32732,             0.24005,             0.61062,             0.27963,             0.36932,             0.58916,               0.222,             0.50709,             0.54324,             0.64359,             0.37287,             0.52007
                  90,            0.033891,           0.0084909,           0.0071672,             0.57805,             0.43875,             0.43815,             0.25668,            0.038617,            0.019304,            0.035105,            0.007063,            0.007063,            0.007063,             0.62891,             0.18144,             0.20968,             0.17292,             0.17742,            0.063824,             0.30527,             0.13765,             0.19159,             0.38877,             0.11315,             0.32351,             0.27692,             0.41342,             0.25588,              0.2666,             0.82537,             0.33538,             0.42735,             0.43054,             0.42095,             0.16982,             0.64312,             0.29797,             0.35153,             0.55394,             0.20354,             0.49451,             0.42676,             0.63853,             0.36323,             0.42778
                  91,             0.03326,           0.0084944,           0.0068296,             0.60753,             0.43929,               0.449,             0.26541,            0.037733,            0.019539,            0.035579,             0.00703,             0.00703,             0.00703,             0.61685,             0.22822,              0.1821,             0.15935,             0.17478,            0.097099,             0.32185,             0.17125,              0.2086,             0.34957,             0.13768,             0.33933,             0.26215,             0.42131,             0.25597,             0.32039,             0.81143,             0.42504,             0.35976,             0.40862,             0.37347,             0.23724,             0.63194,             0.35115,              0.3874,              0.5145,             0.25756,             0.51179,              0.4223,             0.63511,             0.36082,             0.49587
                  92,            0.032665,             0.00847,           0.0066497,             0.57631,             0.44995,              0.4636,             0.26815,            0.037833,             0.01945,            0.034424,            0.006997,            0.006997,            0.006997,             0.63556,             0.20153,              0.2027,             0.17967,              0.1678,            0.095774,             0.33923,             0.15307,              0.2013,             0.36986,             0.11368,             0.35735,             0.34774,             0.43688,             0.20961,             0.27869,             0.81606,             0.39564,              0.3961,             0.50265,             0.42887,             0.24235,             0.62398,             0.30462,             0.37556,             0.53444,             0.28232,             0.53274,             0.48292,             0.66771,             0.35817,             0.47351
                  93,             0.03363,           0.0085494,           0.0069372,             0.57785,             0.43357,             0.45273,             0.26854,            0.038524,            0.019336,            0.035047,            0.006964,            0.006964,            0.006964,             0.61834,             0.21547,             0.19202,             0.16997,             0.20168,             0.10475,             0.36799,             0.12293,             0.18445,             0.41205,             0.14051,             0.34194,             0.25938,             0.44654,             0.25369,             0.26501,             0.81024,             0.39795,             0.37644,             0.45719,              0.4865,             0.24431,             0.63723,             0.26011,              0.3446,             0.57436,             0.29796,             0.51734,             0.42053,             0.66028,             0.35762,             0.40097
                  94,            0.033331,           0.0084268,           0.0069087,             0.56144,             0.44958,               0.459,             0.26845,            0.037879,            0.019518,            0.035526,            0.006931,            0.006931,            0.006931,             0.61643,             0.19724,             0.16434,             0.23077,             0.19021,             0.11653,             0.35319,             0.10871,             0.18702,             0.39368,             0.15811,             0.34841,             0.33172,             0.43781,             0.18702,             0.27395,             0.82368,             0.35706,             0.30486,              0.5772,             0.47078,             0.26915,             0.62544,             0.22236,             0.34832,             0.59301,             0.28208,             0.52154,             0.50141,             0.66862,              0.3744,             0.40406
                  95,            0.031897,           0.0083821,           0.0063655,              0.5995,             0.47494,             0.46473,              0.2813,              0.0376,            0.019048,            0.035322,            0.006898,            0.006898,            0.006898,             0.62054,             0.22908,             0.17352,             0.19906,             0.21301,             0.10491,             0.35085,             0.17694,             0.19993,             0.40584,             0.14841,             0.33053,             0.36471,             0.41973,              0.2427,             0.32113,              0.8189,             0.42429,             0.33465,             0.50674,             0.48139,             0.23427,             0.61606,             0.32009,             0.35972,             0.56401,             0.27673,             0.48835,             0.51921,             0.65668,             0.37436,             0.46016
                  96,             0.03153,           0.0084327,           0.0067475,             0.60866,             0.45184,             0.46777,             0.28194,             0.03804,            0.018991,            0.035702,            0.006865,            0.006865,            0.006865,             0.63265,             0.23159,             0.17742,             0.20457,             0.16739,             0.10842,             0.36007,             0.16824,             0.19173,             0.39782,             0.13944,             0.34571,             0.34956,             0.44575,             0.25387,             0.33687,              0.8302,             0.43661,             0.36969,             0.49878,             0.42582,             0.25516,              0.6217,             0.30314,             0.33913,             0.57048,              0.2943,             0.51139,             0.52648,             0.66673,             0.36201,             0.47263
                  97,            0.031751,           0.0083449,           0.0067043,             0.58534,             0.45771,             0.46138,             0.27591,            0.038048,            0.019605,            0.034629,            0.006832,            0.006832,            0.006832,              0.6272,             0.22648,             0.17304,              0.2007,             0.20354,             0.12672,             0.33837,             0.13935,             0.20211,              0.3837,             0.11948,              0.3475,             0.37052,             0.42225,             0.22686,             0.30674,             0.81878,              0.3922,             0.36077,             0.55126,             0.44524,             0.28854,             0.60581,             0.25082,             0.36039,             0.52737,             0.25002,             0.52445,             0.54477,              0.6438,               0.362,              0.4558
                  98,             0.03226,           0.0083884,           0.0063251,             0.60081,             0.45539,             0.46525,             0.27495,             0.03802,             0.01867,            0.035114,            0.006799,            0.006799,            0.006799,             0.62237,             0.21907,             0.18149,             0.19922,              0.2187,            0.069554,             0.38467,             0.15826,             0.19671,             0.40182,             0.16126,             0.35248,             0.30669,             0.43981,             0.19773,             0.28931,             0.82543,             0.39753,              0.3593,             0.51562,             0.48909,             0.22009,             0.62471,             0.26838,             0.34662,             0.59687,             0.30459,             0.51312,             0.56775,             0.65809,             0.32693,             0.42984
                  99,            0.031996,           0.0082396,           0.0063572,             0.63926,             0.43175,             0.45844,             0.27618,            0.038245,            0.019353,            0.035282,            0.006766,            0.006766,            0.006766,             0.59793,             0.20551,             0.17627,             0.17846,             0.23415,            0.069335,             0.35729,             0.16321,             0.19218,             0.41575,             0.14383,             0.35577,             0.38279,             0.44009,             0.21099,              0.2953,              0.8136,             0.38513,             0.35258,             0.46858,             0.48985,             0.20397,             0.62077,             0.27858,             0.33449,             0.57643,             0.31288,             0.52274,             0.55403,             0.64541,             0.36277,             0.41322
                 100,            0.031263,           0.0082032,           0.0059733,             0.62979,             0.43775,             0.46499,             0.27506,            0.037687,            0.019128,            0.036015,            0.006733,            0.006733,            0.006733,             0.62127,              0.1686,             0.13437,             0.21611,             0.16881,             0.07126,             0.36769,             0.16619,             0.20654,             0.44121,              0.1326,             0.36447,               0.333,             0.44783,              0.2331,             0.32786,             0.81656,             0.35634,             0.26238,              0.5693,             0.41131,              0.2184,              0.6285,             0.30864,             0.36749,             0.61812,             0.33838,             0.53492,             0.55492,             0.65947,             0.35565,             0.43951
                 101,            0.030733,           0.0081326,           0.0059372,             0.61197,             0.44029,             0.46569,             0.27897,            0.037536,            0.019658,            0.034469,              0.0067,              0.0067,              0.0067,             0.62456,             0.18836,             0.18203,             0.17031,             0.24093,             0.07355,             0.37922,             0.18582,             0.21034,             0.42584,             0.14877,             0.36868,              0.2874,             0.42816,             0.24357,             0.30595,             0.82561,             0.36305,             0.36306,             0.44718,              0.5108,             0.21033,              0.6716,             0.33032,             0.37382,             0.62333,             0.29774,             0.53797,             0.44083,             0.63787,             0.35485,              0.4627
                 102,            0.030956,           0.0082475,           0.0062372,             0.58358,             0.45842,             0.46593,             0.28041,            0.037843,            0.019598,             0.03358,            0.006667,            0.006667,            0.006667,             0.61793,             0.22684,             0.18128,             0.14442,             0.23476,            0.073752,             0.37965,             0.16358,             0.21295,             0.46346,             0.19006,             0.37359,             0.32343,             0.44462,              0.1864,             0.26984,             0.82269,             0.42643,             0.33331,             0.42433,             0.49467,             0.15964,             0.63681,             0.27367,             0.37385,             0.65878,             0.35995,             0.54564,             0.47978,              0.6528,              0.3646,              0.4479
                 103,            0.030792,           0.0081193,           0.0059697,             0.58161,             0.45308,             0.46276,              0.2865,            0.037675,            0.019921,            0.033523,            0.006634,            0.006634,            0.006634,             0.62465,             0.23425,             0.16855,             0.17268,             0.18985,             0.11226,             0.34853,             0.20936,             0.21691,             0.44708,              0.1923,             0.37227,             0.33087,             0.43282,             0.23419,             0.29737,             0.82156,             0.40622,             0.31838,             0.40642,             0.45042,             0.21283,             0.59495,             0.36133,             0.38004,             0.64758,             0.36889,             0.54571,             0.46521,             0.63219,             0.36836,             0.42405
                 104,            0.031249,           0.0081216,           0.0063909,              0.5959,             0.46178,             0.47481,             0.28362,            0.037519,            0.019438,            0.034057,            0.006601,            0.006601,            0.006601,             0.62844,             0.21021,             0.15769,             0.20683,             0.18289,             0.10477,             0.35343,              0.1659,             0.22497,             0.46411,             0.17917,             0.36834,             0.30972,             0.42621,             0.26131,             0.29393,             0.83159,             0.40715,              0.3017,             0.51839,             0.44764,             0.23734,             0.59991,             0.28451,             0.39423,              0.6533,              0.4097,             0.55481,             0.51014,             0.62845,             0.37439,             0.44366
                 105,            0.031675,           0.0081931,           0.0062476,             0.61744,              0.4452,             0.47412,             0.28329,            0.037246,            0.019786,            0.033532,            0.006568,            0.006568,            0.006568,             0.62446,             0.20028,             0.17615,             0.14561,             0.20742,            0.097248,             0.36172,             0.15924,             0.22196,             0.46452,             0.18527,             0.35863,             0.37348,              0.4273,             0.23788,             0.29148,             0.82474,              0.3945,             0.32404,             0.47931,             0.50437,             0.24925,             0.58923,             0.28055,             0.38439,             0.64431,             0.40722,             0.54013,             0.50332,             0.62195,             0.37487,             0.46379
                 106,             0.03169,           0.0082322,           0.0058521,             0.62009,             0.46818,             0.47533,             0.28795,            0.036965,            0.019854,            0.034192,            0.006535,            0.006535,            0.006535,             0.62944,             0.17234,             0.17193,             0.26002,             0.24612,            0.087828,             0.34117,             0.19344,             0.22649,             0.44486,             0.12757,             0.35789,             0.38579,              0.4277,             0.25517,              0.2795,             0.82801,             0.36608,             0.32421,             0.58564,              0.4862,             0.24802,              0.5844,             0.34631,             0.39552,              0.6329,             0.25538,             0.52877,             0.54538,             0.61599,             0.38827,             0.47412
                 107,            0.031345,           0.0080347,           0.0058578,             0.62748,             0.45421,             0.46849,             0.29011,             0.03691,            0.019794,             0.03463,            0.006502,            0.006502,            0.006502,             0.64651,             0.17507,             0.18688,             0.23176,             0.21525,              0.0955,             0.33343,             0.21472,             0.21929,             0.45352,             0.15036,             0.36422,             0.34347,              0.4149,             0.26418,             0.33263,             0.83664,             0.35958,             0.32151,             0.56397,             0.46211,              0.2749,                0.58,              0.3427,             0.37981,             0.62856,             0.28863,             0.53482,             0.44939,             0.61171,             0.38109,             0.48041
                 108,             0.03077,           0.0081102,           0.0056676,             0.60278,             0.44213,             0.45807,             0.27969,            0.037012,              0.0198,            0.034237,            0.006469,            0.006469,            0.006469,             0.64425,             0.20429,             0.19394,             0.22819,             0.19616,            0.090459,               0.323,             0.18694,             0.21948,             0.44816,             0.11165,             0.36109,             0.30542,             0.43698,             0.24076,             0.28424,             0.83544,             0.37322,             0.36035,             0.52901,              0.4241,             0.25004,             0.57219,             0.31639,             0.38693,               0.625,             0.27418,             0.54532,             0.40217,             0.63207,             0.37254,             0.43021
                 109,            0.031211,           0.0080591,           0.0056777,             0.61264,             0.44303,              0.4616,             0.28601,            0.037121,            0.019764,            0.034416,            0.006436,            0.006436,            0.006436,             0.65387,             0.22669,             0.20267,             0.20271,             0.20572,            0.095438,             0.35215,             0.20576,             0.22505,             0.42982,             0.15095,             0.35316,             0.28869,             0.43197,             0.24489,             0.30663,               0.844,             0.39846,             0.36865,             0.51792,             0.44754,             0.22175,             0.58756,             0.34866,             0.38202,             0.61385,             0.31759,             0.53015,             0.39351,             0.63529,             0.36003,             0.41861
                 110,             0.03223,           0.0080931,           0.0056286,             0.67619,             0.43413,             0.47244,             0.28992,            0.037135,            0.019585,            0.034174,            0.006403,            0.006403,            0.006403,              0.6455,             0.24163,              0.1978,             0.20779,             0.24263,             0.10563,              0.3582,             0.19852,             0.21217,             0.42486,             0.16828,             0.35957,             0.30113,             0.42858,             0.24407,             0.30231,             0.84709,             0.42815,             0.37822,             0.52299,             0.49264,             0.24019,             0.59819,             0.34767,             0.37141,             0.58864,             0.33047,             0.53385,             0.44207,              0.6311,             0.35839,             0.44802
                 111,            0.031361,            0.008025,           0.0058229,             0.63257,               0.449,             0.47621,             0.29267,            0.036639,            0.019728,            0.034632,             0.00637,             0.00637,             0.00637,             0.64567,             0.24453,             0.19823,             0.22715,             0.23424,             0.12092,             0.35983,              0.1923,             0.21138,             0.41827,             0.15892,             0.36659,             0.29091,              0.4282,             0.24025,             0.34527,             0.84342,             0.43561,             0.34784,             0.53754,             0.49822,             0.28583,             0.59916,             0.31035,             0.38116,             0.59936,             0.31754,             0.53934,             0.44356,              0.6485,             0.35563,             0.47638
                 112,            0.031231,           0.0080404,           0.0056275,             0.62245,             0.45761,             0.47649,             0.29074,            0.036749,            0.019657,            0.034544,            0.006337,            0.006337,            0.006337,             0.64099,             0.24931,             0.19101,             0.24019,             0.21476,             0.10142,             0.36015,             0.20742,              0.2148,              0.4238,             0.16859,             0.36894,             0.30418,             0.43935,              0.2227,             0.30415,               0.841,             0.42904,             0.34987,             0.58533,             0.49094,              0.2597,             0.59659,             0.33143,             0.38162,             0.57872,             0.33453,             0.53562,             0.43021,             0.65077,             0.35459,             0.47384
                 113,             0.03074,            0.008031,           0.0054832,             0.62766,             0.46215,             0.47556,             0.29359,            0.037216,            0.019812,            0.034718,            0.006304,            0.006304,            0.006304,             0.63623,              0.2517,             0.18755,             0.22789,             0.23457,             0.11023,             0.35247,             0.20152,             0.20576,             0.42194,             0.18019,             0.35778,             0.31464,             0.44699,             0.25909,             0.30891,             0.83134,             0.41962,             0.36189,             0.55153,             0.49882,             0.27524,             0.60893,             0.31254,             0.37142,             0.57982,             0.32495,             0.51752,             0.44974,             0.65072,             0.35703,             0.49787
                 114,            0.031894,           0.0079994,           0.0055696,             0.65177,             0.44288,             0.47472,             0.29485,             0.03706,            0.019918,            0.034765,            0.006271,            0.006271,            0.006271,             0.63491,             0.23928,             0.18725,             0.23012,             0.24569,             0.11799,              0.3443,             0.18933,             0.21181,             0.43676,             0.17108,              0.3527,             0.33344,             0.43233,             0.28333,             0.30726,             0.82746,             0.41344,             0.34178,             0.56209,             0.50554,             0.28065,              0.5744,              0.3218,             0.37232,                0.59,             0.33934,             0.52049,             0.45713,             0.63656,             0.36226,              0.4903
                 115,             0.03061,           0.0080526,           0.0057124,             0.64045,             0.46027,             0.48477,              0.3005,            0.037051,            0.019566,            0.034451,            0.006238,            0.006238,            0.006238,             0.63611,             0.24541,             0.19158,             0.23124,             0.25422,             0.12512,             0.35373,             0.19483,             0.20928,             0.45685,             0.16999,             0.36765,             0.35587,              0.4418,             0.28436,             0.28997,             0.82852,              0.4497,             0.36215,             0.56286,             0.50007,             0.29534,             0.57392,             0.33813,               0.374,             0.63004,             0.35134,             0.52899,             0.48238,             0.64748,             0.37759,             0.45387
                 116,            0.030544,           0.0079195,           0.0051369,             0.62322,             0.46755,             0.47703,              0.2942,            0.037372,            0.019504,             0.03557,            0.006205,            0.006205,            0.006205,             0.63245,             0.22568,             0.18967,             0.24295,              0.2435,              0.1193,             0.35055,              0.2096,             0.19255,              0.4325,             0.15927,              0.3553,              0.3193,             0.44384,              0.3004,             0.29035,             0.82262,             0.42712,             0.35451,             0.56338,             0.50864,             0.30206,             0.59903,             0.35055,             0.34533,             0.60087,             0.30437,              0.5238,             0.47353,             0.64731,             0.39282,              0.4166
                 117,              0.0304,           0.0078919,           0.0053455,             0.61843,             0.47044,             0.48353,             0.29816,            0.037003,            0.019688,            0.035566,            0.006172,            0.006172,            0.006172,             0.63424,             0.22935,             0.18633,             0.22336,             0.25296,             0.12892,             0.34243,             0.21342,             0.19917,             0.44912,             0.17949,              0.3585,             0.34946,             0.44615,             0.29047,             0.28715,              0.8259,             0.41627,             0.34232,             0.55689,              0.5271,             0.30475,             0.59866,             0.34504,             0.35319,             0.60589,             0.36542,             0.53405,             0.47835,             0.64776,             0.40048,             0.43443
                 118,            0.029977,           0.0078805,           0.0049591,             0.62917,             0.46146,             0.47587,             0.29683,            0.036951,            0.020144,            0.035555,            0.006139,            0.006139,            0.006139,              0.6362,              0.2195,             0.18341,             0.22028,             0.25347,              0.1125,             0.34331,             0.19198,             0.19251,             0.47327,             0.18279,             0.35668,             0.34056,             0.44703,             0.30402,             0.29183,             0.83057,             0.40557,             0.33916,             0.50234,             0.52092,             0.27897,             0.59419,             0.31927,             0.34869,             0.62803,             0.35025,             0.53196,             0.49142,             0.65328,             0.40196,             0.41727
                 119,            0.031214,           0.0078584,           0.0052643,             0.61617,             0.46211,               0.476,              0.2947,             0.03676,            0.020198,            0.035091,            0.006106,            0.006106,            0.006106,             0.63763,             0.21339,             0.18892,             0.19752,              0.2526,             0.10722,             0.34511,             0.18846,              0.1943,             0.46365,             0.18346,             0.37019,             0.36653,             0.44315,             0.28693,             0.27611,              0.8246,             0.39912,             0.35258,             0.50792,              0.5191,             0.28121,             0.59973,             0.32424,             0.34915,             0.62768,             0.35353,             0.55101,             0.47513,             0.64476,             0.39026,             0.41605
